Shop Location,Shop Owner,Item,Stock/Space,Price,Action,Status,Timestamp,Warp
-10037 133 3509,FX_02,Raw Porkchop,234,0,SELLING,Active,2026-05-29 11:33:35,/warp sell me ores
-10036 133 3509,FX_02,Raw Porkchop,324,0,SELLING,Active,2026-05-29 11:33:36,/warp sell me ores
-10035 133 3509,FX_02,Raw Porkchop,207,0,SELLING,Active,2026-05-29 11:33:37,/warp sell me ores
-10034 133 3509,FX_02,Raw Porkchop,285,0,SELLING,Active,2026-05-29 11:33:37,/warp sell me ores
-10033 133 3509,FX_02,Feather,3456,0,SELLING,Active,2026-05-29 11:33:38,/warp sell me ores
-10032 133 3509,FX_02,Feather,51,0,SELLING,Active,2026-05-29 11:33:39,/warp sell me ores
-10031 133 3509,FX_02,Raw Chicken,3456,0,SELLING,Active,2026-05-29 11:33:40,/warp sell me ores
-10030 133 3509,FX_02,Raw Chicken,36,0,SELLING,Active,2026-05-29 11:33:40,/warp sell me ores
-10029 133 3509,FX_02,Raw Chicken,27,0,SELLING,Active,2026-05-29 11:33:41,/warp sell me ores
-10028 133 3509,FX_02,Raw Chicken,33,0,SELLING,Active,2026-05-29 11:33:42,/warp sell me ores
-10027 133 3509,FX_02,Raw Chicken,33,0,SELLING,Active,2026-05-29 11:33:42,/warp sell me ores
-10026 133 3509,FX_02,Leather,0,0,SELLING,out of stock,2026-07-26 20:38:11,/warp sell me ores
-10025 133 3509,FX_02,Leather,0,0,SELLING,out of stock,2026-07-26 20:38:11,/warp sell me ores
-10024 133 3509,FX_02,Leather,0,0,SELLING,out of stock,2026-07-26 20:38:10,/warp sell me ores
-10023 133 3509,FX_02,Leather,3,0,SELLING,Active,2026-07-26 20:38:09,/warp sell me ores
-10022 133 3509,FX_02,Leather,0,0,SELLING,out of stock,2026-07-26 20:38:08,/warp sell me ores
-10021 133 3509,FX_02,Raw Beef,201,0,SELLING,Active,2026-07-26 20:38:07,/warp sell me ores
-10020 133 3509,FX_02,Raw Beef,30,0,SELLING,Active,2026-05-29 11:33:47,/warp sell me ores
-10019 133 3509,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:33:48,/warp sell me ores
-10018 133 3509,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:33:49,/warp sell me ores
-10017 133 3509,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:33:50,/warp sell me ores
-10016 133 3509,FX_02,Raw Beef,12,0,SELLING,Active,2026-05-29 11:33:50,/warp sell me ores
-10018 134 3510,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:33:52,/warp sell me ores
-10022 134 3510,FX_02,Leather,0,0,SELLING,out of stock,2026-07-26 20:38:15,/warp sell me ores
-10023 134 3510,FX_02,Leather,0,0,SELLING,out of stock,2026-07-26 20:38:15,/warp sell me ores
-10024 134 3510,FX_02,Leather,0,0,SELLING,out of stock,2026-07-26 20:38:14,/warp sell me ores
-10025 134 3510,FX_02,Leather,0,0,SELLING,out of stock,2026-07-26 20:38:14,/warp sell me ores
-10026 134 3510,FX_02,Leather,0,0,SELLING,out of stock,2026-07-26 20:38:13,/warp sell me ores
-10027 134 3510,FX_02,Raw Chicken,0,0,SELLING,out of stock,2026-05-29 11:34:02,/warp sell me ores
-10028 134 3510,FX_02,Raw Chicken,0,0,SELLING,out of stock,2026-05-29 11:34:03,/warp sell me ores
-10029 134 3510,FX_02,Raw Chicken,0,0,SELLING,out of stock,2026-05-29 11:34:04,/warp sell me ores
-10030 134 3510,FX_02,Raw Chicken,0,0,SELLING,out of stock,2026-05-29 11:34:05,/warp sell me ores
-10031 134 3510,FX_02,Raw Chicken,2217,0,SELLING,Active,2026-05-29 11:34:06,/warp sell me ores
-10032 134 3510,FX_02,Feather,0,0,SELLING,out of stock,2026-05-29 11:34:06,/warp sell me ores
-10033 134 3510,FX_02,Feather,0,0,SELLING,out of stock,2026-05-29 11:34:07,/warp sell me ores
-10034 134 3510,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:08,/warp sell me ores
-10035 134 3510,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:09,/warp sell me ores
-10036 134 3510,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:10,/warp sell me ores
-10037 134 3510,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:10,/warp sell me ores
-10038 134 3510,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:11,/warp sell me ores
-10039 134 3510,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:12,/warp sell me ores
-10040 134 3510,FX_02,Rabbit Hide,0,0,SELLING,out of stock,2026-05-29 11:34:12,/warp sell me ores
-10041 134 3510,FX_02,Rabbit Hide,0,0,SELLING,out of stock,2026-05-29 11:34:13,/warp sell me ores
-10042 134 3510,FX_02,Rabbit Hide,0,0,SELLING,out of stock,2026-05-29 11:34:14,/warp sell me ores
-10043 134 3510,FX_02,Raw Rabbit,0,0,SELLING,out of stock,2026-05-29 11:34:15,/warp sell me ores
-10044 134 3510,FX_02,Raw Rabbit,0,0,SELLING,out of stock,2026-05-29 11:34:16,/warp sell me ores
-10045 134 3510,FX_02,Raw Rabbit,0,0,SELLING,out of stock,2026-05-29 11:34:16,/warp sell me ores
-10045 135 3511,FX_02,Raw Rabbit,0,0,SELLING,out of stock,2026-05-29 11:34:19,/warp sell me ores
-10044 135 3511,FX_02,Raw Rabbit,0,0,SELLING,out of stock,2026-05-29 11:34:20,/warp sell me ores
-10043 135 3511,FX_02,Raw Rabbit,0,0,SELLING,out of stock,2026-05-29 11:34:21,/warp sell me ores
-10042 135 3511,FX_02,Rabbit Hide,0,0,SELLING,out of stock,2026-05-29 11:34:21,/warp sell me ores
-10041 135 3511,FX_02,Rabbit Hide,0,0,SELLING,out of stock,2026-05-29 11:34:22,/warp sell me ores
-10040 135 3511,FX_02,Rabbit Hide,0,0,SELLING,out of stock,2026-05-29 11:34:26,/warp sell me ores
-10039 135 3511,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:27,/warp sell me ores
-10038 135 3511,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:27,/warp sell me ores
-10037 135 3511,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:28,/warp sell me ores
-10036 135 3511,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:29,/warp sell me ores
-10035 135 3511,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:30,/warp sell me ores
-10034 135 3511,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:32,/warp sell me ores
-10033 135 3511,FX_02,Feather,0,0,SELLING,out of stock,2026-05-29 11:34:32,/warp sell me ores
-10032 135 3511,FX_02,Feather,0,0,SELLING,out of stock,2026-05-29 11:34:33,/warp sell me ores
-10031 135 3511,FX_02,Raw Chicken,3,0,SELLING,Active,2026-05-29 11:34:34,/warp sell me ores
-10030 135 3511,FX_02,Raw Chicken,0,0,SELLING,out of stock,2026-05-29 11:34:35,/warp sell me ores
-10030 136 3512,FX_02,Raw Chicken,0,0,SELLING,out of stock,2026-05-29 11:34:36,/warp sell me ores
-10031 136 3512,FX_02,Raw Chicken,0,0,SELLING,out of stock,2026-05-29 11:34:37,/warp sell me ores
-10032 136 3512,FX_02,Feather,0,0,SELLING,out of stock,2026-05-29 11:34:37,/warp sell me ores
-10033 136 3512,FX_02,Feather,0,0,SELLING,out of stock,2026-05-29 11:34:38,/warp sell me ores
-10034 136 3512,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:39,/warp sell me ores
-10035 136 3512,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:40,/warp sell me ores
-10036 136 3512,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:41,/warp sell me ores
-10037 136 3512,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:41,/warp sell me ores
-10038 136 3512,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:42,/warp sell me ores
-10039 136 3512,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:43,/warp sell me ores
-10039 137 3513,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:45,/warp sell me ores
-10038 137 3513,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:46,/warp sell me ores
-10037 137 3513,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:47,/warp sell me ores
-10036 137 3513,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:48,/warp sell me ores
-10035 137 3513,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:48,/warp sell me ores
-10034 137 3513,FX_02,Raw Porkchop,0,0,SELLING,out of stock,2026-05-29 11:34:49,/warp sell me ores
-10033 137 3513,FX_02,Feather,0,0,SELLING,out of stock,2026-05-29 11:34:50,/warp sell me ores
-10032 137 3513,FX_02,Feather,0,0,SELLING,out of stock,2026-05-29 11:34:51,/warp sell me ores
-10031 137 3513,FX_02,Raw Chicken,0,0,SELLING,out of stock,2026-05-29 11:34:52,/warp sell me ores
-10030 137 3513,FX_02,Raw Chicken,0,0,SELLING,out of stock,2026-05-29 11:34:52,/warp sell me ores
-10030 138 3513,FX_02,Raw Chicken,347,0,SELLING,Active,2026-05-29 11:34:53,/warp sell me ores
-10031 138 3513,FX_02,Raw Chicken,713,0,SELLING,Active,2026-05-29 11:34:54,/warp sell me ores
-10032 138 3513,FX_02,Feather,331,0,SELLING,Active,2026-05-29 11:34:55,/warp sell me ores
-10033 138 3513,FX_02,Feather,317,0,SELLING,Active,2026-05-29 11:34:56,/warp sell me ores
-10034 138 3513,FX_02,Raw Porkchop,33,0,SELLING,Active,2026-05-29 11:34:57,/warp sell me ores
-10035 138 3513,FX_02,Raw Porkchop,344,0,SELLING,Active,2026-05-29 11:34:57,/warp sell me ores
-10036 138 3513,FX_02,Raw Porkchop,374,0,SELLING,Active,2026-05-29 11:34:58,/warp sell me ores
-10037 138 3513,FX_02,Raw Porkchop,368,0,SELLING,Active,2026-05-29 11:34:59,/warp sell me ores
-10038 138 3513,FX_02,Raw Porkchop,371,0,SELLING,Active,2026-05-29 11:35:00,/warp sell me ores
-10039 138 3513,FX_02,Raw Porkchop,210,0,SELLING,Active,2026-05-29 11:35:01,/warp sell me ores
-10040 138 3513,FX_02,Rabbit Hide,0,0,SELLING,out of stock,2026-05-29 11:35:01,/warp sell me ores
-10041 138 3513,FX_02,Rabbit Hide,0,0,SELLING,out of stock,2026-05-29 11:35:02,/warp sell me ores
-10042 138 3513,FX_02,Rabbit Hide,27,0,SELLING,Active,2026-05-29 11:35:03,/warp sell me ores
-10043 138 3513,FX_02,Raw Rabbit,0,0,SELLING,out of stock,2026-05-29 11:35:04,/warp sell me ores
-10044 138 3513,FX_02,Raw Rabbit,0,0,SELLING,out of stock,2026-05-29 11:35:04,/warp sell me ores
-10045 138 3513,FX_02,Raw Rabbit,0,0,SELLING,out of stock,2026-05-29 11:35:05,/warp sell me ores
-10029 138 3513,FX_02,Raw Chicken,0,0,SELLING,out of stock,2026-05-29 11:35:09,/warp sell me ores
-10028 138 3513,FX_02,Raw Chicken,12,0,SELLING,Active,2026-05-29 11:35:10,/warp sell me ores
-10027 138 3513,FX_02,Raw Chicken,24,0,SELLING,Active,2026-05-29 11:35:11,/warp sell me ores
-10026 138 3513,FX_02,Leather,434,0,SELLING,Active,2026-05-29 11:35:12,/warp sell me ores
-10025 138 3513,FX_02,Leather,33,0,SELLING,Active,2026-05-29 11:35:13,/warp sell me ores
-10024 138 3513,FX_02,Leather,24,0,SELLING,Active,2026-05-29 11:35:13,/warp sell me ores
-10023 138 3513,FX_02,Leather,30,0,SELLING,Active,2026-05-29 11:35:14,/warp sell me ores
-10022 138 3513,FX_02,Leather,18,0,SELLING,Active,2026-05-29 11:35:15,/warp sell me ores
-10021 138 3513,FX_02,Raw Beef,506,0,SELLING,Active,2026-05-29 11:35:16,/warp sell me ores
-10020 138 3513,FX_02,Raw Beef,332,0,SELLING,Active,2026-05-29 11:35:16,/warp sell me ores
-10019 138 3513,FX_02,Raw Beef,179,0,SELLING,Active,2026-05-29 11:35:17,/warp sell me ores
-10018 138 3513,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:18,/warp sell me ores
-10018 137 3513,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:18,/warp sell me ores
-10019 137 3513,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:19,/warp sell me ores
-10020 137 3513,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:20,/warp sell me ores
-10021 137 3513,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:21,/warp sell me ores
-10021 136 3512,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:22,/warp sell me ores
-10020 136 3512,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:23,/warp sell me ores
-10019 136 3512,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:24,/warp sell me ores
-10018 136 3512,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:24,/warp sell me ores
-10018 135 3511,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:26,/warp sell me ores
-10019 135 3511,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:27,/warp sell me ores
-10020 135 3511,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:28,/warp sell me ores
-10021 135 3511,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:28,/warp sell me ores
-10021 134 3510,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:29,/warp sell me ores
-10020 134 3510,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:30,/warp sell me ores
-10019 134 3510,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:31,/warp sell me ores
-10019 134 3511,FX_02,Raw Beef,0,0,SELLING,out of stock,2026-05-29 11:35:32,/warp sell me ores
-10025 135 3511,FX_02,Leather,0,0,SELLING,out of stock,2026-05-29 11:35:36,/warp sell me ores
-10026 135 3512,FX_02,Leather,0,0,SELLING,out of stock,2026-05-29 11:35:36,/warp sell me ores
-10025 136 3512,FX_02,Leather,0,0,SELLING,out of stock,2026-05-29 11:35:37,/warp sell me ores
-10026 137 3513,FX_02,Leather,0,0,SELLING,out of stock,2026-05-29 11:35:38,/warp sell me ores
16399 38 -16676,_RichCloth151389,Sand,0,5,SELLING,out of stock,2026-05-29 11:36:13,/warp sell me sand
16399 38 -16675,_RichCloth151389,Sand,0,5,SELLING,out of stock,2026-05-29 11:36:14,/warp sell me sand
16399 39 -16675,_RichCloth151389,Sand,0,5,SELLING,out of stock,2026-05-29 11:36:15,/warp sell me sand
16399 40 -16675,_RichCloth151389,Sand,0,5,SELLING,out of stock,2026-05-29 11:36:16,/warp sell me sand
16399 41 -16675,_RichCloth151389,Sand,0,5,SELLING,out of stock,2026-05-29 11:36:16,/warp sell me sand
16399 39 -16678,_RichCloth151389,Skeleton Spawner,448,8000,BUYING,Active,2026-05-29 11:36:17,/warp sell me sand
16399 39 -16679,_RichCloth151389,⭐ Shadow Cinema ⭐,0,130000,SELLING,out of stock,2026-05-29 11:36:18,/warp sell me sand
16399 38 -16679,_RichCloth151389,⭐ Final Reel ⭐,0,220000,SELLING,out of stock,2026-05-29 11:36:19,/warp sell me sand
14636 261 7878,Store,TNT,3456,20,BUYING,Active,2026-05-29 11:36:45,/warp sell me tnt
14637 261 7878,Store,TNT,3456,20,BUYING,Active,2026-05-29 11:36:46,/warp sell me tnt
-6087 -59 -1153,Store,Cobbled Deepslate,3456,4,BUYING,Active,2026-05-29 11:36:59,/warp cob
-6086 -59 -1153,Store,Cobbled Deepslate,3456,4,BUYING,Active,2026-05-29 11:37:00,/warp cob
-6086 -59 -1155,Store,Cobbled Deepslate,3056,4,BUYING,Active,2026-05-29 11:37:01,/warp cob
-6086 -59 -1157,Store,Cobbled Deepslate,3136,4,BUYING,Active,2026-05-29 11:37:01,/warp cob
-6086 -59 -1159,Store,Cobbled Deepslate,3390,4,BUYING,Active,2026-05-29 11:37:02,/warp cob
-6087 -59 -1160,Store,Cobbled Deepslate,3456,4,BUYING,Active,2026-05-29 11:37:03,/warp cob
-6084 -59 -1159,Store,Cobbled Deepslate,3456,4,BUYING,Active,2026-05-29 11:37:05,/warp cob
-6084 -59 -1157,Store,Cobbled Deepslate,1244,4,BUYING,Active,2026-05-29 11:37:06,/warp cob
-6084 -59 -1155,Store,Cobbled Deepslate,0,4,BUYING,out of space,2026-05-29 11:37:07,/warp cob
-6084 -59 -1153,Store,Cobbled Deepslate,3265,4,BUYING,Active,2026-05-29 11:37:08,/warp cob
-6082 -59 -1159,Store,Cobbled Deepslate,0,4,BUYING,out of space,2026-05-29 11:37:10,/warp cob
-6082 -59 -1157,Store,Cobbled Deepslate,0,4,BUYING,out of space,2026-05-29 11:37:11,/warp cob
-6140 -59 -1124,Okami_FireHeart,Terracotta,3456,0.01,BUYING,Active,2026-05-29 11:37:22,/warp cob
-6140 -59 -1125,Okami_FireHeart,Terracotta,3456,0.01,BUYING,Active,2026-05-29 11:37:24,/warp cob
-6140 -59 -1126,Okami_FireHeart,Terracotta,3447,0.01,BUYING,Active,2026-05-29 11:37:24,/warp cob
-6140 -59 -1127,Okami_FireHeart,Terracotta,3447,0.01,BUYING,Active,2026-05-29 11:37:25,/warp cob
-6140 -59 -1128,Okami_FireHeart,Terracotta,2688,0.01,BUYING,Active,2026-05-29 11:37:26,/warp cob
-6140 -59 -1129,Okami_FireHeart,Terracotta,2688,0.01,BUYING,Active,2026-05-29 11:37:26,/warp cob
-6140 -59 -1130,Okami_FireHeart,Terracotta,2742,0.01,BUYING,Active,2026-05-29 11:37:27,/warp cob
-6140 -59 -1131,Okami_FireHeart,Terracotta,2742,0.01,BUYING,Active,2026-05-29 11:37:27,/warp cob
-6140 -59 -1132,Okami_FireHeart,Orange Terracotta,3443,0.01,BUYING,Active,2026-05-29 11:37:28,/warp cob
-6140 -59 -1133,Okami_FireHeart,Orange Terracotta,3443,0.01,BUYING,Active,2026-05-29 11:37:28,/warp cob
-6140 -59 -1134,Okami_FireHeart,Orange Terracotta,2944,0.01,BUYING,Active,2026-05-29 11:37:29,/warp cob
-6140 -59 -1135,Okami_FireHeart,Orange Terracotta,2944,0.01,BUYING,Active,2026-05-29 11:37:30,/warp cob
-6140 -59 -1136,Okami_FireHeart,Red Terracotta,1270,0.01,BUYING,Active,2026-05-29 11:37:30,/warp cob
-6140 -59 -1137,Okami_FireHeart,Red Terracotta,1270,0.01,BUYING,Active,2026-05-29 11:37:31,/warp cob
-6140 -59 -1138,Okami_FireHeart,Red Terracotta,3456,0.01,BUYING,Active,2026-05-29 11:37:31,/warp cob
-6140 -59 -1139,Okami_FireHeart,Red Terracotta,3456,0.01,BUYING,Active,2026-05-29 11:37:32,/warp cob
-6140 -59 -1140,Okami_FireHeart,Yellow Terracotta,3267,0.01,BUYING,Active,2026-05-29 11:37:33,/warp cob
-6140 -59 -1141,Okami_FireHeart,Yellow Terracotta,3267,0.01,BUYING,Active,2026-05-29 11:37:33,/warp cob
-6140 -59 -1142,Okami_FireHeart,Yellow Terracotta,3456,0.01,BUYING,Active,2026-05-29 11:37:34,/warp cob
-6140 -59 -1143,Okami_FireHeart,Yellow Terracotta,3456,0.01,BUYING,Active,2026-05-29 11:37:34,/warp cob
-6140 -59 -1144,Okami_FireHeart,Brown Terracotta,2787,0.01,BUYING,Active,2026-05-29 11:37:35,/warp cob
-6140 -59 -1145,Okami_FireHeart,Brown Terracotta,2787,0.01,BUYING,Active,2026-05-29 11:37:36,/warp cob
-6140 -59 -1146,Okami_FireHeart,Brown Terracotta,3456,0.01,BUYING,Active,2026-05-29 11:37:37,/warp cob
-6140 -59 -1147,Okami_FireHeart,Brown Terracotta,3456,0.01,BUYING,Active,2026-05-29 11:37:38,/warp cob
-6140 -59 -1148,Okami_FireHeart,Light Gray Terracotta,3136,0.01,BUYING,Active,2026-05-29 11:37:39,/warp cob
-6140 -59 -1149,Okami_FireHeart,Light Gray Terracotta,3136,0.01,BUYING,Active,2026-05-29 11:37:39,/warp cob
-6140 -59 -1150,Okami_FireHeart,Light Gray Terracotta,3456,0.01,BUYING,Active,2026-05-29 11:37:40,/warp cob
-6140 -59 -1151,Okami_FireHeart,Light Gray Terracotta,3456,0.01,BUYING,Active,2026-05-29 11:37:40,/warp cob
-6140 -59 -1152,Okami_FireHeart,White Terracotta,3186,0.01,BUYING,Active,2026-05-29 11:37:41,/warp cob
-6140 -59 -1153,Okami_FireHeart,White Terracotta,3186,0.01,BUYING,Active,2026-05-29 11:37:42,/warp cob
-6140 -59 -1154,Okami_FireHeart,White Terracotta,3456,0.01,BUYING,Active,2026-05-29 11:37:42,/warp cob
-6142 -60 -1156,Okami_FireHeart,White Terracotta,3456,0.01,BUYING,Active,2026-05-29 11:37:43,/warp cob
-6063 -59 -1191,MissLion1997,Cobblestone,0,0.01,SELLING,out of stock,2026-05-29 11:37:55,/warp cob
-6063 -58 -1191,MissLion1997,Cobblestone,0,0.01,SELLING,out of stock,2026-05-29 11:37:56,/warp cob
-6063 -58 -1189,MissLion1997,Cobblestone,0,0.01,SELLING,out of stock,2026-05-29 11:37:57,/warp cob
-6063 -59 -1188,MissLion1997,Cobblestone,0,0.01,SELLING,out of stock,2026-05-29 11:37:57,/warp cob
-6063 -59 -1196,MissLion1997,Obsidian,0,0.01,SELLING,out of stock,2026-05-29 11:37:59,/warp cob
-6062 -58 -1199,MissLion1997,Obsidian,0,0.01,SELLING,out of stock,2026-05-29 11:38:00,/warp cob
-6063 -59 -1199,MissLion1997,Obsidian,0,0.01,SELLING,out of stock,2026-05-29 11:38:01,/warp cob
478 57 -12052,Luke__r6,Raw Copper,3456,3.5,BUYING,Active,2026-05-29 11:38:13,/warp sell mecopper
478 57 -12051,Luke__r6,Glass,0,5,SELLING,out of stock,2026-05-29 11:38:14,/warp sell mecopper
484 57 -12050,Luke__r6,Tinted Glass,0,19.5,SELLING,out of stock,2026-05-29 11:38:18,/warp sell mecopper
5195 0 -13470,Puppies75200,Red Concrete Powder,146,8,BUYING,Active,2026-05-29 11:38:29,/warp SellConcrete
5194 0 -13470,Puppies75200,Orange Concrete Powder,896,8,BUYING,Active,2026-05-29 11:38:30,/warp SellConcrete
5193 0 -13470,Puppies75200,Yellow Concrete Powder,960,8,BUYING,Active,2026-05-29 11:38:31,/warp SellConcrete
5192 0 -13470,Puppies75200,Lime Concrete Powder,843,8,BUYING,Active,2026-05-29 11:38:32,/warp SellConcrete
5191 0 -13470,Puppies75200,Green Concrete Powder,0,8,BUYING,out of space,2026-05-29 11:38:33,/warp SellConcrete
5190 0 -13470,Puppies75200,Cyan Concrete Powder,0,8,BUYING,out of space,2026-05-29 11:38:34,/warp SellConcrete
5189 0 -13470,Puppies75200,Light Blue Concrete Powder,0,8,BUYING,out of space,2026-05-29 11:38:35,/warp SellConcrete
5188 0 -13470,Puppies75200,Blue Concrete Powder,0,8,BUYING,out of space,2026-05-29 11:38:36,/warp SellConcrete
5187 0 -13470,Puppies75200,Purple Concrete Powder,0,8,BUYING,out of space,2026-05-29 11:38:37,/warp SellConcrete
5186 0 -13470,Puppies75200,Magenta Concrete Powder,0,8,BUYING,out of space,2026-05-29 11:38:38,/warp SellConcrete
5185 0 -13470,Puppies75200,Pink Concrete Powder,0,8,BUYING,out of space,2026-05-29 11:38:39,/warp SellConcrete
5184 0 -13470,Puppies75200,White Concrete Powder,78,8,BUYING,Active,2026-05-29 11:38:40,/warp SellConcrete
5183 0 -13470,Puppies75200,Light Gray Concrete Powder,0,8,BUYING,out of space,2026-05-29 11:38:40,/warp SellConcrete
5182 0 -13470,Puppies75200,Gray Concrete Powder,0,8,BUYING,out of space,2026-05-29 11:38:41,/warp SellConcrete
5181 0 -13470,Puppies75200,Black Concrete Powder,0,8,BUYING,out of space,2026-05-29 11:38:42,/warp SellConcrete
5180 0 -13470,Puppies75200,Brown Concrete Powder,0,8,BUYING,out of space,2026-05-29 11:38:43,/warp SellConcrete
5180 1 -13471,Puppies75200,Brown Concrete,2111,10,BUYING,Active,2026-05-29 11:38:44,/warp SellConcrete
5181 1 -13471,Puppies75200,Black Concrete,1596,10,BUYING,Active,2026-05-29 11:38:45,/warp SellConcrete
5182 1 -13471,Puppies75200,Gray Concrete,3329,10,BUYING,Active,2026-05-29 11:38:46,/warp SellConcrete
5183 1 -13471,Puppies75200,Light Gray Concrete,3456,10,BUYING,Active,2026-05-29 11:38:47,/warp SellConcrete
5184 1 -13471,Puppies75200,White Concrete,3243,10,BUYING,Active,2026-05-29 11:38:48,/warp SellConcrete
5185 1 -13471,Puppies75200,Pink Concrete,2109,10,BUYING,Active,2026-05-29 11:38:49,/warp SellConcrete
5186 1 -13471,Puppies75200,Magenta Concrete,1882,10,BUYING,Active,2026-05-29 11:38:49,/warp SellConcrete
5187 1 -13471,Puppies75200,Purple Concrete,2425,10,BUYING,Active,2026-05-29 11:38:50,/warp SellConcrete
5188 1 -13471,Puppies75200,Blue Concrete,1747,10,BUYING,Active,2026-05-29 11:38:51,/warp SellConcrete
5189 1 -13471,Puppies75200,Light Blue Concrete,2428,10,BUYING,Active,2026-05-29 11:38:51,/warp SellConcrete
5190 1 -13471,Puppies75200,Cyan Concrete,1049,10,BUYING,Active,2026-05-29 11:38:52,/warp SellConcrete
5191 1 -13471,Puppies75200,Green Concrete,2363,10,BUYING,Active,2026-05-29 11:38:53,/warp SellConcrete
5192 1 -13471,Puppies75200,Lime Concrete,2027,10,BUYING,Active,2026-05-29 11:38:54,/warp SellConcrete
5193 1 -13471,Puppies75200,Yellow Concrete,2026,10,BUYING,Active,2026-05-29 11:38:54,/warp SellConcrete
5194 1 -13471,Puppies75200,Orange Concrete,2041,10,BUYING,Active,2026-05-29 11:38:55,/warp SellConcrete
5195 1 -13471,Puppies75200,Red Concrete,2447,10,BUYING,Active,2026-05-29 11:38:56,/warp SellConcrete
5195 2 -13472,Puppies75200,Red Concrete,3456,10,BUYING,Active,2026-05-29 11:38:56,/warp SellConcrete
5194 2 -13472,Puppies75200,Orange Concrete,3456,10,BUYING,Active,2026-05-29 11:38:57,/warp SellConcrete
5193 2 -13472,Puppies75200,Yellow Concrete,3456,10,BUYING,Active,2026-05-29 11:38:58,/warp SellConcrete
5192 2 -13472,Puppies75200,Lime Concrete,3456,10,BUYING,Active,2026-05-29 11:38:59,/warp SellConcrete
5191 2 -13472,Puppies75200,Green Concrete,3456,10,BUYING,Active,2026-05-29 11:39:00,/warp SellConcrete
5190 2 -13472,Puppies75200,Cyan Concrete,3456,10,BUYING,Active,2026-05-29 11:39:00,/warp SellConcrete
5189 2 -13472,Puppies75200,Light Blue Concrete,3456,10,BUYING,Active,2026-05-29 11:39:01,/warp SellConcrete
5188 2 -13472,Puppies75200,Blue Concrete,3456,10,BUYING,Active,2026-05-29 11:39:02,/warp SellConcrete
5187 2 -13472,Puppies75200,Purple Concrete,3456,10,BUYING,Active,2026-05-29 11:39:03,/warp SellConcrete
5186 2 -13472,Puppies75200,Magenta Concrete,3456,10,BUYING,Active,2026-05-29 11:39:04,/warp SellConcrete
5185 2 -13472,Puppies75200,Pink Concrete,3456,10,BUYING,Active,2026-05-29 11:39:05,/warp SellConcrete
