Item,Seller,Sell_Price,Buy_Price,Margin_Per_Item,Seller_Warp,Seller_Location,Seller_Timestamp,Buyer_Timestamp
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:28
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:27
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10038 138 3513,2026-05-29 11:35:00,2026-05-27 00:05:26
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10037 138 3513,2026-05-29 11:34:59,2026-05-27 00:05:43
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 138 3513,2026-05-29 11:35:10,2026-05-27 00:06:16
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:43
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:43
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:42
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:41
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:41
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:40
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:39
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:38
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:37
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:37
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:36
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:35
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:28
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:27
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 138 3513,2026-05-29 11:35:01,2026-05-27 00:05:26
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 138 3513,2026-05-29 11:35:11,2026-05-27 00:06:19
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 138 3513,2026-05-29 11:35:11,2026-05-27 00:06:18
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 138 3513,2026-05-29 11:35:11,2026-05-27 00:06:17
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 138 3513,2026-05-29 11:35:11,2026-05-27 00:06:16
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 138 3513,2026-05-29 11:35:11,2026-05-27 00:06:16
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 138 3513,2026-05-29 11:35:10,2026-05-27 00:06:25
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 138 3513,2026-05-29 11:35:10,2026-05-27 00:06:24
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 138 3513,2026-05-29 11:35:10,2026-05-27 00:06:23
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 138 3513,2026-05-29 11:35:10,2026-05-27 00:06:22
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 138 3513,2026-05-29 11:35:10,2026-05-27 00:06:21
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 138 3513,2026-05-29 11:35:10,2026-05-27 00:06:20
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 138 3513,2026-05-29 11:35:10,2026-05-27 00:06:20
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 138 3513,2026-05-29 11:35:10,2026-05-27 00:06:19
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 138 3513,2026-05-29 11:35:10,2026-05-27 00:06:18
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 138 3513,2026-05-29 11:35:10,2026-05-27 00:06:17
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10028 138 3513,2026-05-29 11:35:10,2026-05-27 00:06:16
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:44
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:43
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:42
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:41
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:08:36
Raw Rabbit,FX_02,0.0,0.28,0.28,/warp sell me ores,-10045 133 3509,2026-05-29 11:33:28,2026-05-27 00:07:08
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:08:31
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:08:30
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:08:29
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 138 3513,2026-05-29 11:35:11,2026-05-27 00:06:25
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 138 3513,2026-05-29 11:35:11,2026-05-27 00:06:24
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 138 3513,2026-05-29 11:35:11,2026-05-27 00:06:23
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 138 3513,2026-05-29 11:35:11,2026-05-27 00:06:22
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 138 3513,2026-05-29 11:35:11,2026-05-27 00:06:21
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 138 3513,2026-05-29 11:35:11,2026-05-27 00:06:20
Raw Chicken,FX_02,0.0,0.28,0.28,/warp sell me ores,-10027 138 3513,2026-05-29 11:35:11,2026-05-27 00:06:20
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:30
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:29
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:28
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:26
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:25
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:25
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:24
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:23
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:50
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:49
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:49
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:48
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:47
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:46
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:45
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:45
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:23
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:50
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:49
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:49
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:48
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:47
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:46
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:45
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:45
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:44
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:43
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:42
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:07:41
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:36
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:36
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10020 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:31
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:07:45
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:07:45
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:07:44
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:07:43
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:07:42
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:07:41
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:36
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:36
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:31
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:30
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:29
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:28
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:26
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:25
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:25
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 138 3513,2026-05-29 11:35:16,2026-05-27 00:08:24
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:08:28
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:08:26
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:08:25
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:08:25
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:08:24
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:08:23
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:07:50
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:07:49
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:07:49
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:07:48
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:07:47
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:07:50
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:07:49
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:07:49
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:07:48
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10019 138 3513,2026-05-29 11:35:17,2026-05-27 00:07:46
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:07:47
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:07:46
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:07:45
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:07:45
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:07:44
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:07:43
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:07:42
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:07:41
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:08:36
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:08:36
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:08:31
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 133 3509,2026-05-29 11:33:33,2026-05-27 00:05:43
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 133 3509,2026-05-29 11:33:33,2026-05-27 00:05:43
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 133 3509,2026-05-29 11:33:33,2026-05-27 00:05:42
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 133 3509,2026-05-29 11:33:33,2026-05-27 00:05:41
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 133 3509,2026-05-29 11:33:33,2026-05-27 00:05:41
Raw Porkchop,FX_02,0.0,0.28,0.28,/warp sell me ores,-10039 133 3509,2026-05-29 11:33:33,2026-05-27 00:05:40
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:08:29
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:08:28
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:08:26
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:08:25
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:08:25
Raw Beef,FX_02,0.0,0.28,0.28,/warp sell me ores,-10021 133 3509,2026-07-26 20:38:07,2026-05-27 00:08:24
Raw Rabbit,FX_02,0.0,0.28,0.28,/warp sell me ores,-10045 133 3509,2026-05-29 11:33:28,2026-05-27 00:07:27
Raw Rabbit,FX_02,0.0,0.28,0.28,/warp sell me ores,-10045 133 3509,2026-05-29 11:33:28,2026-05-27 00:07:26
Raw Rabbit,FX_02,0.0,0.28,0.28,/warp sell me ores,-10045 133 3509,2026-05-29 11:33:28,2026-05-27 00:07:25
Raw Rabbit,FX_02,0.0,0.28,0.28,/warp sell me ores,-10045 133 3509,2026-05-29 11:33:28,2026-05-27 00:07:24
Raw Rabbit,FX_02,0.0,0.28,0.28,/warp sell me ores,-10045 133 3509,2026-05-29 11:33:28,2026-05-27 00:07:23
Raw Rabbit,FX_02,0.0,0.28,0.28,/warp sell me ores,-10045 133 3509,2026-05-29 11:33:28,2026-05-27 00:07:11
Raw Rabbit,FX_02,0.0,0.28,0.28,/warp sell me ores,-10045 133 3509,2026-05-29 11:33:28,2026-05-27 00:07:10
Raw Rabbit,FX_02,0.0,0.28,0.28,/warp sell me ores,-10045 133 3509,2026-05-29 11:33:28,2026-05-27 00:07:09
Raw Rabbit,FX_02,0.0,0.28,0.28,/warp sell me ores,-10045 133 3509,2026-05-29 11:33:28,2026-05-27 00:07:06
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:08:42
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:08:39
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:08:38
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:08:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:08:22
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:08:21
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:08:20
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:08:20
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:08:19
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:08:18
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:07:55
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:07:54
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:07:53
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:07:53
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:07:52
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 133 3509,2026-05-29 11:33:31,2026-05-27 00:07:15
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 133 3509,2026-05-29 11:33:31,2026-05-27 00:07:16
Blaze Rod,TycoRC,0.0,0.26,0.26,/warp xp grinder,-1733 49 3401,2026-05-31 13:01:53,2026-05-29 12:39:22
Blaze Rod,TycoRC,0.0,0.26,0.26,/warp xp grinder,-1733 49 3401,2026-05-31 13:01:53,2026-05-29 12:39:22
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 133 3509,2026-05-29 11:33:31,2026-05-27 00:07:17
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 133 3509,2026-05-29 11:33:31,2026-05-27 00:07:18
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 133 3509,2026-05-29 11:33:31,2026-05-27 00:07:18
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 133 3509,2026-05-29 11:33:31,2026-05-27 00:07:19
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 133 3509,2026-05-29 11:33:31,2026-05-27 00:07:20
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 133 3509,2026-05-29 11:33:31,2026-05-27 00:07:21
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 133 3509,2026-05-29 11:33:31,2026-05-27 00:07:22
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 133 3509,2026-05-29 11:33:31,2026-05-27 00:07:23
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 138 3513,2026-05-29 11:35:03,2026-05-27 00:07:11
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 138 3513,2026-05-29 11:35:03,2026-05-27 00:07:12
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 138 3513,2026-05-29 11:35:03,2026-05-27 00:07:13
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 138 3513,2026-05-29 11:35:03,2026-05-27 00:07:14
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 138 3513,2026-05-29 11:35:03,2026-05-27 00:07:15
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 138 3513,2026-05-29 11:35:03,2026-05-27 00:07:16
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 138 3513,2026-05-29 11:35:03,2026-05-27 00:07:17
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 138 3513,2026-05-29 11:35:03,2026-05-27 00:07:18
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 138 3513,2026-05-29 11:35:03,2026-05-27 00:07:18
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 138 3513,2026-05-29 11:35:03,2026-05-27 00:07:19
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 138 3513,2026-05-29 11:35:03,2026-05-27 00:07:20
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 138 3513,2026-05-29 11:35:03,2026-05-27 00:07:21
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 138 3513,2026-05-29 11:35:03,2026-05-27 00:07:22
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 138 3513,2026-05-29 11:35:03,2026-05-27 00:07:23
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:07:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:07:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:07:38
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:07:39
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:07:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:07:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:07:51
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:07:52
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:07:53
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:07:53
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:07:54
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:07:55
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:08:18
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:08:19
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:08:20
