Item,Quantity,Sell_Price,Buy_Price,Profit_Per_Item,Total_Profit,Seller,Seller_Warp,Seller_Stock,Buyer,Buyer_Warp,Buyer_Stock,Seller_Location,Buyer_Location,Seller_Timestamp,Buyer_Timestamp
Moss Block,1104,2.0,3.0,1.0,1104.0,Q_Papi,/warp one,2815,_FireWilley,/warp wow,1728,4228 152 6876,18709 16 -7151,2026-05-29 10:53:29,2026-08-17 11:20:44
Deepslate Lapis Lazuli Ore,217,35.0,40.0,5.0,1085.0,emattj1s,/warp hideout,217,SerSicerio,/warp serstore,3456,-14392 -25 -324,-17675 159 18759,2026-08-01 22:48:57,2026-08-07 08:18:43
Cobblestone,1082,1.0,2.0,1.0,1082.0,czsunny12,/warp czshop,3456,MissLion1997,/warp blue,3456,7446 66 -10075,-1820 73 6162,2026-08-07 08:29:45,2026-05-28 23:31:48
Cobblestone,1082,1.0,2.0,1.0,1082.0,nathan812,/warp rockets,3456,MissLion1997,/warp blue,1082,12392 -2 5803,-1820 74 6162,2026-05-29 11:25:40,2026-05-28 23:31:48
Cobblestone,1082,1.0,2.0,1.0,1082.0,celticpiping,/warp celt,3456,MissLion1997,/warp blue,3456,4806 -46 -13259,-1820 72 6162,2026-08-08 11:40:23,2026-05-28 23:31:47
Sand,1069,3.0,4.0,1.0,1069.0,MatsmitGlatz,/warp blockmart,1242,Dwarffles,/warp bulk sell,3456,12413 75 -9897,-4013 117 12336,2026-08-08 11:30:39,2026-08-08 11:14:21
Phantom Membrane,125,4.0,12.5,8.5,1062.5,_ZippyCastle5557,/warp zippytrial,533,FX_02,/warp 1,125,-2031 -20 1276,8585 -30 -2004,2026-08-16 14:48:32,2026-05-26 23:51:23
Iron Ore,212,25.0,30.0,5.0,1060.0,_ZippyCastle5557,/warp zippytrial,212,SerSicerio,/warp serstore,3456,-2031 -20 1296,-17664 159 18759,2026-08-16 14:50:27,2026-08-07 08:18:52
Red Sand,557,1.1,3.0,1.9,1058.3,kiwi_241,/warp v.i.p room,557,FX_02,/warp 1,1561,-1471 66 -2534,8592 -41 -2020,2026-05-29 12:24:36,2026-05-26 23:59:01
Sunny Leggings,15,50.0,120.0,70.0,1050.0,Hobosapian,/warp shopbo,15,AKoopa,/warp koopa,27,14601 77 -1409,13254 114 -6461,2026-07-08 23:45:52,2026-05-30 10:21:04
Sunny Helmet,15,50.0,120.0,70.0,1050.0,Hobosapian,/warp shopbo,15,AKoopa,/warp koopa,27,14601 77 -1411,13251 114 -6461,2026-07-08 23:45:53,2026-05-30 10:21:07
Oak Log,1049,4.0,5.0,1.0,1049.0,Hobosapian,/warp shopbo,1049,Effortles,/warp sale,3456,14598 77 -1418,-13430 -4 4373,2026-07-08 23:44:33,2026-05-29 11:28:55
Oak Log,1049,4.0,5.0,1.0,1049.0,Hobosapian,/warp shopbo,1049,FX_02,/warp 1,3456,14597 77 -1418,8588 -40 -2004,2026-07-08 23:45:11,2026-05-26 23:57:53
Dark Oak Log,1047,4.0,5.0,1.0,1047.0,midwu,/warp panda,1213,Effortles,/warp sale,1207,15666 71 11957,-13430 -4 4374,2026-08-07 08:13:52,2026-05-29 11:28:54
Deepslate Iron Ore,209,25.0,30.0,5.0,1045.0,_ZippyCastle5557,/warp zippytrial,209,SerSicerio,/warp serstore,3456,-2030 -20 1296,-17668 159 18759,2026-08-16 14:50:27,2026-08-07 08:18:50
Acacia Sapling,189,2.0,7.5,5.5,1039.5,Abbie_Kills,/warp decor,189,Killablob,/warp killashop,3456,18604 20 1004,11575 72 -5271,2026-05-29 00:10:54,2026-05-30 11:12:43
Birch Log,517,4.0,6.0,2.0,1034.0,midwu,/warp panda,1728,Effortles,/warp sale,3456,15666 71 11954,-13430 -4 4375,2026-08-07 08:13:50,2026-05-29 11:28:53
Gravel,512,2.0,4.0,2.0,1024.0,will1608,/warp shopwill,512,Allyri,/warp ri,2752,16743 72 -16841,-5238 174 -4788,2026-05-29 11:43:08,2026-05-29 11:18:20
Lantern,340,2.0,5.0,3.0,1020.0,glossycherry,/warp cherry shop,340,Killablob,/warp killashop,3456,-12113 9 188,11575 72 -5246,2026-05-29 00:01:48,2026-05-30 10:37:04
Warped Nylium,1012,5.0,6.0,1.0,1012.0,FX_02,/warp 1,2995,SerSicerio,/warp serstore,3456,8586 -33 -2004,-17627 159 18748,2026-05-26 23:51:28,2026-08-07 08:17:58
Ochre Froglight,1740,1.0,1.58,0.5800000000000001,1009.2000000000002,Exestive,/warp luxeria,3456,Allyri,/warp ri,1740,9815 154 16218,-5263 174 -4846,2026-05-29 00:43:39,2026-05-29 11:21:46
Mud,402,5.0,7.5,2.5,1005.0,Exestive,/warp luxeria,3072,FX_02,/warp 1,2896,9819 159 16213,8595 -42 -2020,2026-05-29 00:44:51,2026-05-26 23:59:08
Iron Ingot,558,1.2,3.0,1.8,1004.4,Soup__booty,/warp soupshop,2639,Ser_Sicerio,/warp serstore,3456,9835 59 -12551,-17666 159 18753,2026-05-29 11:48:14,2026-05-26 09:41:26
Oak Log,1002,4.0,5.0,1.0,1002.0,AKoopa,/warp koopa,2711,FX_02,/warp 1,3456,13315 114 -6493,8588 -40 -2004,2026-05-30 10:27:40,2026-05-26 23:57:53
Rail,334,5.0,8.0,3.0,1002.0,celticpiping,/warp celt,357,Effortles,/warp sale,334,4740 -41 -13257,-13458 -4 4362,2026-08-08 11:48:09,2026-05-29 11:31:06
Pale Oak Log,996,4.0,5.0,1.0,996.0,_ZippyCastle5557,/warp zippytrial,996,FX_02,/warp 1,3456,-2090 -20 1287,8585 -43 -2004,2026-08-16 14:46:10,2026-05-26 23:58:00
Ochre Froglight,1716,1.0,1.58,0.5800000000000001,995.2800000000001,Exestive,/warp luxeria,3456,Allyri,/warp ri,3328,9815 154 16218,-5263 174 -4844,2026-05-29 00:43:39,2026-05-29 11:21:44
Basalt,497,3.0,5.0,2.0,994.0,emattj1s,/warp hideout,3456,saltzi,/warp villager trading hall,3456,-14432 -24 -326,7129 33 12217,2026-08-01 22:48:09,2026-05-29 12:31:10
Warped Nylium,329,3.0,6.0,3.0,987.0,basilpesto17,/warp one,329,SerSicerio,/warp serstore,3456,4240 150 6867,-17627 159 18748,2026-05-29 10:56:38,2026-08-07 08:17:58
Deepslate,2067,1.0,1.47,0.47,971.4899999999999,celticpiping,/warp celt,3456,Allyri,/warp ri,2067,4735 -46 -13272,-5227 173 -4789,2026-08-08 11:48:44,2026-05-29 11:18:09
Coal,260,0.5,4.2,3.7,962.0,Alisa12345,/warp shrimp shop,260,Effortles,/warp sale,2302,-7115 114 -17576,-13447 -5 4390,2026-05-29 11:44:06,2026-08-01 22:30:00
Ink Sac,240,1.0,5.0,4.0,960.0,Chijoku,/warp chi,3431,FX_02,/warp 1,614,-11726 133 -10125,8589 -37 -2020,2026-05-29 00:04:19,2026-05-26 23:56:23
Pale Oak Sapling,382,5.0,7.5,2.5,955.0,tazrar,/warp farm stuff,382,FX_02,/warp 1,2788,17349 72 11854,8591 -43 -2004,2026-05-29 00:28:45,2026-05-26 23:57:45
Carrot,1290,0.1,0.84,0.74,954.6,czsunny12,/warp czshop,1390,Killablob,/warp killashop,1402,7460 67 -10066,11563 72 -5296,2026-08-07 08:31:26,2026-05-30 10:57:16
Potato,3178,0.5,0.8,0.30000000000000004,953.4000000000001,Crazy69,/warp crazysshop,3182,AKoopa,/warp koopa,3456,-11766 63 15203,13252 113 -6419,2026-08-07 08:27:39,2026-05-30 10:19:51
Stonecutter,190,10.0,15.0,5.0,950.0,Abbie_Kills,/warp decor,190,AKoopa,/warp koopa,1728,18565 20 1012,13283 115 -6419,2026-05-29 00:11:50,2026-05-30 10:19:11
Raw Copper,500,4.4,6.3,1.8999999999999995,949.9999999999998,saltzi,/warp villager trading hall,500,Effortles,/warp sale,3456,7122 33 12214,-13436 -4 4400,2026-05-29 12:31:14,2026-05-29 11:29:29
Sand,315,1.0,4.0,3.0,945.0,celticpiping,/warp celt,315,Dwarffles,/warp bulk sell,2304,4807 -47 -13232,-4013 118 12338,2026-08-08 11:42:40,2026-08-08 11:14:25
Bucket,135,3.0,10.0,7.0,945.0,Soup__booty,/warp soupshop,135,Effortles,/warp sale,864,9888 61 -12549,-13444 -5 4367,2026-05-29 11:50:06,2026-05-29 11:28:12
Dirt,944,1.0,2.0,1.0,944.0,emattj1s,/warp hideout,3456,AKoopa,/warp koopa,2656,-14426 -24 -326,13257 115 -6479,2026-08-01 22:48:14,2026-05-30 10:21:52
Glowstone,313,2.0,5.0,3.0,939.0,Dwarffles,/warp lidl,3456,Effortles,/warp sale,313,-3920 155 12306,-13468 -4 4383,2026-05-29 00:41:44,2026-07-05 23:19:37
Raw Porkchop,2755,0.0,0.34,0.34,936.7,FX_02,/warp sell me ores,2755,__server__,/shop,999999,-10039 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:33,2026-08-16 13:47:39
Cobbled Deepslate,320,0.1,3.0,2.9,928.0,_BudgieToast9,/warp distaria,320,SerSicerio,/warp serstore,3456,2350 70 -6952,-17616 159 18751,2026-05-29 00:25:18,2026-08-07 08:17:38
Sugar Cane,1681,0.95,1.5,0.55,924.5500000000001,Soup__booty,/warp soupshop,1681,Dwarffles,/warp bulk sell,3456,9882 59 -12551,-4016 118 12333,2026-05-29 11:49:44,2026-08-08 11:14:13
Stone,1159,1.0,1.79,0.79,915.61,celticpiping,/warp celt,3392,Killablob,/warp killashop,2704,4795 -43 -13250,11538 72 -5229,2026-08-08 11:40:54,2026-05-30 10:39:46
Diamond,91,90.0,100.0,10.0,910.0,celticpiping,/warp celt,91,Tyty42021,/warp tytys everything shop,3456,4791 -44 -13241,10428 37 9481,2026-08-08 11:41:57,2026-08-07 08:24:20
Warped Fungus,202,3.0,7.5,4.5,909.0,celticpiping,/warp celt,202,Killablob,/warp killashop,3456,4776 -49 -13213,11575 72 -5276,2026-08-08 11:44:50,2026-05-30 11:12:46
Cherry Sapling,258,4.0,7.5,3.5,903.0,czsunny12,/warp czshop,258,FX_02,/warp 1,506,7466 67 -10093,8592 -42 -2004,2026-08-07 08:30:30,2026-05-26 23:57:43
Spruce Sapling,200,3.0,7.5,4.5,900.0,Alisa12345,/warp shrimp shop,200,Killablob,/warp killashop,3456,-7100 113 -17576,11575 72 -5266,2026-05-29 11:44:23,2026-05-30 11:12:39
Emerald,52,13.0,30.0,17.0,884.0,Soup__booty,/warp soupshop,52,LilOldman,/warp lom,3456,9839 59 -12551,-10322 64 -548,2026-05-29 11:48:32,2026-07-26 19:28:14
Crimson Fungus,134,1.0,7.5,6.5,871.0,SerSicerio,/warp serstore,135,Killablob,/warp killashop,3456,-17618 158 18749,11575 72 -5275,2026-08-07 08:17:40,2026-05-30 11:12:46
Glass,865,4.0,5.0,1.0,865.0,Hobosapian,/warp shopbo,2646,Crazy69,/warp crazysshop,1608,14596 75 -1411,-11728 65 15198,2026-07-08 23:45:23,2026-08-07 08:29:00
Melon,500,1.0,2.73,1.73,865.0,MaddysinLeigh,/warp 909mall,500,Allyri,/warp ri,3456,8906 65 -13489,-5234 172 -4853,2026-05-30 12:59:35,2026-05-29 11:22:20
Stone,1728,1.0,1.5,0.5,864.0,celticpiping,/warp celt,1728,Effortles,/warp sale,3022,4793 -46 -13250,-13450 -4 4362,2026-08-08 11:40:57,2026-05-29 11:31:25
Jungle Sapling,192,3.0,7.5,4.5,864.0,Alisa12345,/warp shrimp shop,192,Killablob,/warp killashop,3456,-7100 115 -17576,11575 72 -5270,2026-05-29 11:44:24,2026-05-30 11:12:42
Crimson Stem,428,8.0,10.0,2.0,856.0,Hobosapian,/warp shopbo,428,Polite_player,/warp sell materials,3456,14602 75 -1418,-19266 71 9328,2026-07-08 23:45:16,2026-07-06 10:08:27
Deepslate Lapis Lazuli Ore,53,24.0,40.0,16.0,848.0,celticpiping,/warp celt,53,SerSicerio,/warp serstore,3456,4804 -41 -13243,-17675 159 18759,2026-08-08 11:41:47,2026-08-07 08:18:43
Jungle Log,212,2.0,6.0,4.0,848.0,Ayame989,/warp village hall,212,Effortles,/warp sale,3456,-9077 70 13789,-13430 -4 4376,2026-05-29 12:29:37,2026-05-29 11:28:53
Birch Log,421,4.0,6.0,2.0,842.0,kiwi_241,/warp v.i.p room,421,Effortles,/warp sale,3456,-1419 63 -2449,-13430 -4 4375,2026-05-29 12:23:52,2026-05-29 11:28:53
Granite,1664,1.0,1.5,0.5,832.0,celticpiping,/warp celt,1664,Crazy69,/warp crazysshop,3456,4806 -45 -13264,-11782 65 15208,2026-08-08 11:40:17,2026-08-07 08:27:19
Gravel,1656,3.5,4.0,0.5,828.0,Soup__booty,/warp soupshop,1656,Allyri,/warp ri,3456,9834 59 -12554,-5240 175 -4789,2026-05-29 11:48:24,2026-05-29 11:18:22
Magma Block,410,3.0,5.0,2.0,820.0,Exestive,/warp luxeria,410,SpaghettiPasta,/warp one,3392,9821 160 16212,4231 152 6871,2026-05-29 00:44:55,2026-05-29 10:56:04
Acacia Leaves,817,2.0,3.0,1.0,817.0,Abbie_Kills,/warp decor,817,AKoopa,/warp koopa,3270,18593 22 1013,13310 115 -6488,2026-05-29 00:11:18,2026-05-30 10:27:22
Jungle Log,816,4.0,5.0,1.0,816.0,_ZippyCastle5557,/warp zippytrial,1589,FX_02,/warp 1,958,-2090 -20 1283,8585 -40 -2004,2026-08-16 14:46:12,2026-05-26 23:57:55
String,3392,0.1,0.34,0.24000000000000002,814.08,czsunny12,/warp czshop,3392,__server__,/shop,999999,7460 66 -10067,SERVER_SELL_MOBDROPS,2026-08-07 08:31:20,2026-08-16 13:47:39
Sugar Cane,811,0.5,1.5,1.0,811.0,iTzzMegawox,/warp fifodeals,2880,Dwarffles,/warp bulk sell,3456,-12645 -57 16125,-4016 118 12333,2026-05-29 00:33:50,2026-08-08 11:14:13
Iron Ingot,107,0.0,7.5,7.5,802.5,TurtylBro,/warp free iron,107,FX_02,/warp 1,368,-18684 63 7372,8601 -42 -2010,2026-05-29 00:34:33,2026-06-23 23:35:43
Gravel,400,2.0,4.0,2.0,800.0,_ZippyCastle5557,/warp zippytrial,400,Allyri,/warp ri,3456,-2032 -20 1327,-5238 172 -4789,2026-08-16 14:52:53,2026-05-29 11:18:20
Cornflower,100,2.0,10.0,8.0,800.0,Exestive,/warp luxeria,3255,Taytertot1298,/warp celt,100,9816 176 16226,4753 -49 -13325,2026-05-29 00:48:45,2026-08-08 11:51:59
Sandstone,1589,2.0,2.5,0.5,794.5,Exestive,/warp luxeria,2625,Crazy69,/warp crazysshop,3456,9815 170 16224,-11787 65 15208,2026-05-29 00:47:33,2026-08-07 08:27:15
Grass Block,527,1.0,2.5,1.5,790.5,celticpiping,/warp celt,527,AKoopa,/warp koopa,2705,4802 -47 -13229,13255 115 -6479,2026-08-08 11:42:16,2026-05-30 10:21:50
Soul Lantern,394,6.0,8.0,2.0,788.0,Exestive,/warp luxeria,394,Effortles,/warp sale,627,9816 151 16216,-13458 -5 4395,2026-05-29 00:43:43,2026-08-08 11:34:20
Cobblestone,1575,1.0,1.5,0.5,787.5,Crazy69,/warp crazysshop,3456,Effortles,/warp sale,2070,-11786 63 15208,-13451 -4 4362,2026-08-07 08:27:08,2026-05-29 11:31:25
Spruce Sapling,313,5.0,7.5,2.5,782.5,tazrar,/warp farm stuff,313,FX_02,/warp 1,3366,17346 72 11852,8594 -41 -2004,2026-05-29 00:28:50,2026-05-26 23:57:35
Birch Sapling,312,5.0,7.5,2.5,780.0,_FireWilley,/warp wow,312,Killablob,/warp killashop,3456,18654 8 -7126,11575 72 -5267,2026-08-17 11:28:08,2026-05-30 11:12:40
Feather,2102,0.0,0.37,0.37,777.74,FX_02,/warp sell me ores,3456,Killablob,/warp killashop,2801,-10033 133 3509,11560 72 -5287,2026-05-29 11:33:38,2026-05-30 10:53:30
Diorite,3102,1.25,1.5,0.25,775.5,LancedmitriIV,/warp nethersunny,3144,Crazy69,/warp crazysshop,3456,14225 77 3603,-11780 65 15208,2026-05-29 10:40:59,2026-08-07 08:27:21
Pale Oak Log,387,4.0,6.0,2.0,774.0,HoboNova,/warp shopbo,387,Crazy69,/warp crazysshop,3456,14596 75 -1419,-11758 65 15208,2026-05-29 11:41:00,2026-08-07 08:28:17
Birch Sapling,309,5.0,7.5,2.5,772.5,tazrar,/warp farm stuff,309,Killablob,/warp killashop,3456,17346 72 11848,11575 72 -5267,2026-05-29 00:28:56,2026-05-30 11:12:40
Jungle Log,386,4.0,6.0,2.0,772.0,celticpiping,/warp celt,386,Effortles,/warp sale,3456,4751 -44 -13218,-13430 -4 4376,2026-08-08 11:44:07,2026-05-29 11:28:53
Sand,768,3.0,4.0,1.0,768.0,MatsmitGlatz,/warp blockmart,1489,Dwarffles,/warp bulk sell,2304,12414 75 -9897,-4013 116 12338,2026-08-08 11:30:40,2026-08-08 11:14:23
Warped Nylium,384,4.0,6.0,2.0,768.0,Harmony_Gold_,/warp wood shop,384,SerSicerio,/warp serstore,3456,-6133 25 1410,-17627 159 18748,2026-05-29 12:41:41,2026-08-07 08:17:58
Raw Gold,254,12.0,15.0,3.0,762.0,_ZippyCastle5557,/warp zippytrial,254,SerSicerio,/warp serstore,3456,-2029 -20 1296,-17665 159 18754,2026-08-16 14:50:26,2026-08-07 08:18:27
Coal,1893,3.0,3.4,0.3999999999999999,757.1999999999998,czsunny12,/warp czshop,1893,__server__,/shop,999999,7469 66 -10081,SERVER_SELL_MINEABLES,2026-08-07 08:30:38,2026-08-16 13:47:35
Raw Chicken,2217,0.0,0.34,0.34,753.7800000000001,FX_02,/warp sell me ores,2217,__server__,/shop,999999,-10031 134 3510,SERVER_SELL_MOBDROPS,2026-05-29 11:34:06,2026-08-16 13:47:39
Raw Gold,274,12.25,15.0,2.75,753.5,saltzi,/warp villager trading hall,274,SerSicerio,/warp serstore,3456,7123 33 12209,-17665 159 18754,2026-05-29 12:31:18,2026-08-07 08:18:27
Block of Bamboo,371,1.0,3.0,2.0,742.0,Dwarffles,/warp lidl,3456,kaaip,/warp one,640,-3917 154 12319,4235 152 6862,2026-05-29 00:41:57,2026-05-29 10:57:25
Netherrack,2832,1.0,1.26,0.26,736.32,Effortles,/warp sale,3456,Allyri,/warp ri,3456,-13468 -6 4378,-5263 175 -4808,2026-05-29 11:30:21,2026-05-29 11:21:09
Mangrove Roots,726,2.0,3.0,1.0,726.0,glossycherry,/warp cherry shop,726,AKoopa,/warp koopa,3456,-12109 6 196,13314 115 -6494,2026-05-29 00:01:35,2026-05-30 10:27:38
Sand,724,3.0,4.0,1.0,724.0,emattj1s,/warp hideout,724,Dwarffles,/warp bulk sell,3456,-14429 -24 -326,-4013 117 12336,2026-08-01 22:48:11,2026-08-08 11:14:21
Firework Rocket,968,0.01,0.75,0.74,716.3199999999999,HoboNova,/warp shopbo,1272,Effortles,/warp sale,3456,14620 75 -1407,-13461 -4 4400,2026-05-29 11:40:17,2026-05-29 11:30:01
Iron Trapdoor,143,20.0,25.0,5.0,715.0,RyRavioli,/warp buyingspawners,143,FX_02,/warp 1,2987,-10021 71 3180,8591 -38 -2004,2026-05-28 23:39:26,2026-05-26 23:55:12
Calcite,694,4.0,5.0,1.0,694.0,czsunny12,/warp czshop,694,Effortles,/warp sale,3456,7448 66 -10075,-13467 -4 4400,2026-08-07 08:29:46,2026-05-29 11:30:06
Iron Ingot,106,1.0,7.5,6.5,689.0,Chijoku,/warp chi,3456,FX_02,/warp 1,368,-11717 133 -10121,8601 -42 -2010,2026-05-29 00:03:49,2026-06-23 23:35:43
Oak Sapling,125,2.0,7.5,5.5,687.5,Harmony_Gold_,/warp wood shop,125,Killablob,/warp killashop,1946,-6178 28 1402,11575 72 -5268,2026-05-29 12:33:50,2026-05-30 11:12:41
Dark Oak Leaves,342,1.0,3.0,2.0,684.0,tazrar,/warp farm stuff,342,AKoopa,/warp koopa,3456,17348 69 11853,13320 115 -6494,2026-05-29 00:28:48,2026-05-30 10:27:46
Sugar Cane,1346,1.0,1.5,0.5,673.0,_FireWilley,/warp wow,1728,Dwarffles,/warp bulk sell,3456,18654 9 -7122,-4016 117 12333,2026-08-17 11:28:15,2026-08-08 11:14:12
Basalt,267,2.5,5.0,2.5,667.5,Soup__booty,/warp soupshop,1862,saltzi,/warp villager trading hall,3456,9872 59 -12551,7129 33 12217,2026-05-29 11:49:28,2026-05-29 12:31:10
Red Sandstone,443,6.0,7.5,1.5,664.5,Abbie_Kills,/warp decor,443,SpaghettiPasta,/warp one,3456,18605 27 975,4238 152 6876,2026-05-29 00:15:50,2026-05-29 10:53:42
Netherrack,2551,1.0,1.26,0.26,663.26,celticpiping,/warp celt,3456,Allyri,/warp ri,3175,4757 -47 -13224,-5263 174 -4808,2026-08-08 11:45:27,2026-05-29 11:21:10
Deepslate,3456,1.0,1.19,0.18999999999999995,656.6399999999999,celticpiping,/warp celt,3456,__server__,/shop,999999,4731 -44 -13272,SERVER_SELL_BLOCKS,2026-08-08 11:48:52,2026-08-16 13:47:37
Deepslate,3456,1.0,1.19,0.18999999999999995,656.6399999999999,celticpiping,/warp celt,3456,__server__,/shop,999999,4737 -44 -13272,SERVER_SELL_BLOCKS,2026-08-08 11:48:41,2026-08-16 13:47:37
Deepslate,3456,1.0,1.19,0.18999999999999995,656.6399999999999,celticpiping,/warp celt,3456,__server__,/shop,999999,4733 -45 -13272,SERVER_SELL_BLOCKS,2026-08-08 11:48:49,2026-08-16 13:47:37
Deepslate,1306,1.0,1.5,0.5,653.0,celticpiping,/warp celt,1306,Crazy69,/warp crazysshop,3456,4739 -45 -13272,-11783 65 15208,2026-08-08 11:48:39,2026-08-07 08:27:19
Raw Iron,100,2.0,8.5,6.5,650.0,Ayame989,/warp village hall,100,Dwarffles,/warp bulk sell,3456,-9092 67 13786,-4018 116 12335,2026-05-29 12:28:02,2026-08-08 11:14:02
Stone,1294,1.0,1.5,0.5,647.0,celticpiping,/warp celt,3456,Effortles,/warp sale,3022,4795 -44 -13250,-13450 -4 4362,2026-08-08 11:40:53,2026-05-29 11:31:25
Glass,213,2.0,5.0,3.0,639.0,DaftWeevil2996,/warp ocean city shop,213,Crazy69,/warp crazysshop,1608,-18205 42 17970,-11728 65 15198,2026-07-01 21:29:29,2026-08-07 08:29:00
Oak Log,639,4.0,5.0,1.0,639.0,_ZippyCastle5557,/warp zippytrial,1226,Effortles,/warp sale,3456,-2090 -20 1288,-13430 -4 4373,2026-08-16 14:46:09,2026-05-29 11:28:55
Pearlescent Froglight,442,0.15,1.58,1.4300000000000002,632.0600000000001,Hobosapian,/warp shopbo,3456,Allyri,/warp ri,3456,14620 75 -1403,-5264 173 -4850,2026-08-08 11:15:54,2026-05-29 11:21:51
Mangrove Log,252,10.0,12.5,2.5,630.0,_FireWilley,/warp wow,252,FX_02,/warp 1,2881,18636 7 -7129,8584 -43 -2006,2026-08-17 11:27:42,2026-05-26 23:58:02
Crimson Nylium,630,5.0,6.0,1.0,630.0,_ZippyCastle5557,/warp zippytrial,630,SerSicerio,/warp serstore,3456,-2090 -20 1304,-17630 159 18748,2026-08-16 14:45:46,2026-08-07 08:17:55
Birch Sapling,105,1.5,7.5,6.0,630.0,czsunny12,/warp czshop,105,FX_02,/warp 1,1458,7466 66 -10090,8594 -42 -2004,2026-08-07 08:30:27,2026-05-26 23:57:33
Gilded Blackstone,125,45.0,50.0,5.0,625.0,pao_7,/warp celt,125,FX_02,/warp 1,557,4790 -48 -13315,8584 -32 -2012,2026-08-08 11:52:47,2026-05-26 23:51:48
Moss Block,624,2.0,3.0,1.0,624.0,glossycherry,/warp cherry shop,832,_FireWilley,/warp wow,1728,-12100 6 192,18709 16 -7151,2026-05-29 00:01:20,2026-08-17 11:20:44
Gunpowder,345,0.2,2.0,1.8,621.0,TycoRC,/warp !tyco's shop,2141,Effortles,/warp sale,3456,-1760 35 3341,-13448 -5 4372,2026-05-28 11:23:51,2026-05-29 11:28:01
Redstone Dust,2438,0.75,1.0,0.25,609.5,_ZippyCastle5557,/warp zippytrial,2813,Crazy69,/warp crazysshop,3456,-2051 -20 1276,-11784 65 15203,2026-08-16 14:47:40,2026-08-07 08:27:34
Birch Leaves,869,2.3,3.0,0.7000000000000002,608.3000000000002,kiwi_241,/warp v.i.p room,869,AKoopa,/warp koopa,3456,-1418 67 -2449,13310 115 -6491,2026-05-29 12:23:54,2026-05-30 10:27:26
Warped Fungus,240,5.0,7.5,2.5,600.0,Abbie_Kills,/warp decor,240,Killablob,/warp killashop,3456,18599 22 965,11575 72 -5276,2026-05-29 00:13:26,2026-05-30 11:12:46
Splash Potion,8,50.0,125.0,75.0,600.0,Harmony_Gold_,/warp wood shop,14,FX_02,/warp 1,8,-6140 25 1449,8601 -30 -2005,2026-05-29 12:42:53,2026-05-26 23:50:29
Iron Ingot,80,0.0,7.5,7.5,600.0,TurtylBro,/warp free iron,80,FX_02,/warp 1,368,-18685 63 7372,8601 -42 -2010,2026-05-29 00:34:34,2026-06-23 23:35:43
Dirt,597,1.0,2.0,1.0,597.0,celticpiping,/warp celt,2526,Effortles,/warp sale,3456,4798 -47 -13229,-13446 -4 4362,2026-08-08 11:42:10,2026-05-29 11:31:22
Packed Ice,198,3.0,6.0,3.0,594.0,_ZippyCastle5557,/warp zippytrial,198,SerSicerio,/warp serstore,3456,-2090 -20 1301,-17617 159 18774,2026-08-16 14:45:47,2026-08-07 08:16:43
Deepslate,3097,1.0,1.19,0.18999999999999995,588.4299999999998,celticpiping,/warp celt,3456,__server__,/shop,999999,4735 -44 -13272,SERVER_SELL_BLOCKS,2026-08-08 11:48:46,2026-08-16 13:47:37
Mycelium,294,4.0,6.0,2.0,588.0,_ZippyCastle5557,/warp zippytrial,294,SerSicerio,/warp serstore,3456,-2027 -20 1327,-17616 159 18761,2026-08-16 14:52:50,2026-08-07 08:17:31
Red Sand,1168,2.0,2.5,0.5,584.0,tazrar,/warp farm stuff,1728,AKoopa,/warp koopa,3456,17367 70 11829,13253 115 -6479,2026-05-29 00:27:35,2026-05-30 10:21:49
Crimson Stem,146,6.0,10.0,4.0,584.0,Alisa12345,/warp shrimp shop,146,Polite_player,/warp sell materials,3456,-7087 115 -17567,-19266 71 9328,2026-05-29 11:44:49,2026-07-06 10:08:27
Smooth Basalt,579,1.0,2.0,1.0,579.0,Melody_Melon_,/warp celt,579,SerSicerio,/warp serstore,3456,4765 -49 -13376,-17622 159 18778,2026-08-08 11:54:38,2026-08-07 08:16:29
Pumpkin Seeds,1157,0.5,1.0,0.5,578.5,tazrar,/warp farm stuff,1728,FX_02,/warp 1,1157,17386 72 11852,8584 -38 -2006,2026-05-29 00:26:27,2026-05-26 23:55:31
Mushroom Stem,192,12.0,15.0,3.0,576.0,glossycherry,/warp cherry shop,192,Effortles,/warp sale,3456,-12113 8 195,-13468 -4 4391,2026-05-29 00:01:42,2026-05-29 11:30:36
Mud,128,3.0,7.5,4.5,576.0,glossycherry,/warp cherry shop,128,FX_02,/warp 1,2896,-12113 9 178,8595 -42 -2020,2026-05-29 00:02:02,2026-05-26 23:59:08
Glowstone,1344,2.0,2.42,0.41999999999999993,564.4799999999999,Dwarffles,/warp lidl,1713,Allyri,/warp ri,1344,-3920 154 12307,-5262 172 -4852,2026-05-29 00:41:44,2026-05-29 11:21:51
Red Sand,560,2.0,3.0,1.0,560.0,tazrar,/warp farm stuff,1728,FX_02,/warp 1,1561,17367 70 11829,8592 -41 -2020,2026-05-29 00:27:35,2026-05-26 23:59:01
Crimson Nylium,278,4.0,6.0,2.0,556.0,Soup__booty,/warp soupshop,278,SerSicerio,/warp serstore,3456,9888 59 -12554,-17630 159 18748,2026-05-29 11:50:08,2026-08-07 08:17:55
